feature,mean,std
surface_area,1.5808408409026813,1.523004282843242
compactness,1706.6276836442503,48889.088745252746
rectangularity,0.21646269727054776,0.21137602869877992
diameter,1.0588452573903075,0.08493787252242471
convexity,0.3638277311256885,0.28698664401191337
eccentricity,136.9613257356335,1787.3217227441417
