,Precision,Recall
0,0.7777777777777778,0.045585161964472314
1,0.5,0.056361024033437825
2,0.4444444444444444,0.07723789620341343
3,0.3611111111111111,0.08733890630442354
4,0.2888888888888889,0.08733890630442354
5,0.24074074074074073,0.08733890630442354
6,0.2222222222222222,0.09117032392894461
7,0.20833333333333334,0.10127133402995471
8,0.1851851851851852,0.10127133402995471
9,0.16666666666666666,0.10127133402995471
10,0.1717171717171717,0.1152037617554859
11,0.16666666666666663,0.11903517938000698
12,0.16239316239316237,0.12286659700452805
13,0.15079365079365079,0.12286659700452805
14,0.14074074074074072,0.12286659700452805
15,0.13194444444444445,0.12286659700452805
16,0.12418300653594772,0.12286659700452805
17,0.11728395061728396,0.12286659700452805
18,0.11695906432748537,0.12669801462904912
19,0.1111111111111111,0.12669801462904912
20,0.1111111111111111,0.1305294322535702
21,0.10606060606060606,0.1305294322535702
22,0.10144927536231883,0.1305294322535702
23,0.09722222222222221,0.1305294322535702
24,0.09333333333333334,0.1305294322535702
25,0.094017094017094,0.13436084987809124
26,0.09465020576131687,0.13819226750261232
27,0.09523809523809523,0.14829327760362243
28,0.09195402298850575,0.14829327760362243
29,0.08888888888888888,0.14829327760362243
30,0.08602150537634409,0.14829327760362243
31,0.08333333333333333,0.14829327760362243
32,0.08080808080808083,0.14829327760362243
33,0.0784313725490196,0.14829327760362243
34,0.07936507936507936,0.1521246952281435
35,0.07716049382716049,0.1521246952281435
36,0.07507507507507508,0.1521246952281435
37,0.07602339181286549,0.15595611285266459
38,0.07407407407407407,0.15595611285266459
39,0.08055555555555556,0.1768329850226402
40,0.07859078590785909,0.1768329850226402
41,0.07671957671957672,0.1768329850226402
42,0.07751937984496124,0.18066440264716124
43,0.07575757575757575,0.18066440264716124
44,0.07407407407407408,0.18066440264716124
45,0.07729468599033816,0.19455329153605014
46,0.07801418439716312,0.19838470916057124
47,0.0763888888888889,0.19838470916057124
48,0.07709750566893424,0.2053291536050157
